ano,rodada,data_rsssf,mandante,visitante,gols_mandante,gols_visitante,resultado,vencedor,fonte,fonte_url,status_coleta,jogos_esperados_ano,jogos_extraidos_ano
2003,1,Mar 29,Guarani,Vasco da Gama,4,2,4 x 2,Guarani,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 29,Atlético-PR,Grêmio,2,0,2 x 0,Atlético-PR,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 30,Goiás,Paysandu,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 30,Corinthians,Atlético-MG,0,3,0 x 3,Atlético-MG,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 30,Flamengo,Coritiba,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 30,Criciúma,Fluminense,2,0,2 x 0,Criciúma,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 30,Juventude,São Paulo,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 30,Fortaleza,Bahia,0,0,0 x 0,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 30,Vitória,Figueirense,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 30,Cruzeiro,São Caetano,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 30,Internacional,Ponte Preta,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,1,Mar 30,Santos,Paraná,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 5,Fluminense,Fortaleza,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 5,Atlético-MG,Santos,0,0,0 x 0,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 5,Grêmio,Guarani,3,1,3 x 1,Grêmio,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 5,Coritiba,Internacional,0,1,0 x 1,Internacional,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 6,Bahia,Flamengo,1,2,1 x 2,Flamengo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 6,Vasco da Gama,Goiás,6,4,6 x 4,Vasco da Gama,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 6,Figueirense,Corinthians,3,3,3 x 3,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 6,São Paulo,Cruzeiro,2,4,2 x 4,Cruzeiro,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 6,Paysandu,Vitória,1,2,1 x 2,Vitória,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 6,Ponte Preta,Juventude,1,0,1 x 0,Ponte Preta,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 6,Paraná,Atlético-PR,3,0,3 x 0,Paraná,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,2,Apr 6,São Caetano,Criciúma,3,2,3 x 2,São Caetano,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 12,Corinthians,Paysandu,6,1,6 x 1,Corinthians,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 12,Internacional,Bahia,2,0,2 x 0,Internacional,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 12,Atlético-PR,Atlético-MG,1,2,1 x 2,Atlético-MG,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 12,Santos,Figueirense,2,0,2 x 0,Santos,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 13,Cruzeiro,Ponte Preta,3,0,3 x 0,Cruzeiro,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 13,Vitória,Vasco da Gama,2,1,2 x 1,Vitória,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 13,Flamengo,Fluminense,4,1,4 x 1,Flamengo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 13,Criciúma,São Paulo,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 13,Fortaleza,São Caetano,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 13,Juventude,Coritiba,2,1,2 x 1,Juventude,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 13,Guarani,Paraná,2,0,2 x 0,Guarani,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,3,Apr 13,Goiás,Grêmio,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 9,Paysandu,Santos,2,1,2 x 1,Paysandu,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 16,São Caetano,Flamengo,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 16,Vasco da Gama,Corinthians,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 16,Bahia,Juventude,3,1,3 x 1,Bahia,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 16,Grêmio,Vitória,2,1,2 x 1,Grêmio,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 16,Coritiba,Cruzeiro,3,4,3 x 4,Cruzeiro,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 16,Atlético-MG,Guarani,3,2,3 x 2,Atlético-MG,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 16,Figueirense,Atlético-PR,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 16,Ponte Preta,Criciúma,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 17,Fluminense,Internacional,3,1,3 x 1,Fluminense,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 17,Paraná,Goiás,3,1,3 x 1,Paraná,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,4,Apr 17,São Paulo,Fortaleza,3,1,3 x 1,São Paulo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 19,Flamengo,Santos,0,2,0 x 2,Santos,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 19,Bahia,Atlético-MG,2,4,2 x 4,Atlético-MG,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 19,São Caetano,Grêmio,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 20,São Paulo,Vasco da Gama,3,1,3 x 1,São Paulo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 20,Fluminense,Paraná,0,0,0 x 0,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 20,Cruzeiro,Goiás,4,1,4 x 1,Cruzeiro,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 20,Internacional,Corinthians,2,1,2 x 1,Internacional,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 20,Ponte Preta,Paysandu,4,4,4 x 4,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 20,Fortaleza,Atlético-PR,1,0,1 x 0,Fortaleza,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 20,Juventude,Vitória,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 20,Criciúma,Guarani,1,0,1 x 0,Criciúma,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,5,Apr 21,Coritiba,Figueirense,1,0,1 x 0,Coritiba,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 26,Paraná,Bahia,3,1,3 x 1,Paraná,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 26,Guarani,Cruzeiro,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 26,Vitória,Internacional,0,3,0 x 3,Internacional,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 26,Atlético-MG,Coritiba,1,2,1 x 2,Coritiba,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 27,Grêmio,Fluminense,0,1,0 x 1,Fluminense,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 27,Corinthians,Flamengo,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 27,Vasco da Gama,São Caetano,1,0,1 x 0,Vasco da Gama,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 27,Goiás,Juventude,7,0,7 x 0,Goiás,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 27,Paysandu,São Paulo,5,2,5 x 2,Paysandu,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 27,Santos,Fortaleza,4,0,4 x 0,Santos,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 27,Atlético-PR,Criciúma,5,2,5 x 2,Atlético-PR,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,6,Apr 27,Figueirense,Ponte Preta,0,0,0 x 0,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 3,Flamengo,Vitória,2,1,2 x 1,Flamengo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 3,Bahia,Grêmio,2,1,2 x 1,Bahia,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 3,Cruzeiro,Atlético-PR,5,2,5 x 2,Cruzeiro,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 4,Fluminense,Vasco da Gama,0,0,0 x 0,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 4,Fortaleza,Corinthians,1,2,1 x 2,Corinthians,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 4,São Paulo,Figueirense,3,2,3 x 2,São Paulo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 4,São Caetano,Paysandu,2,0,2 x 0,São Caetano,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 4,Internacional,Goiás,2,1,2 x 1,Internacional,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 4,Ponte Preta,Atlético-MG,2,1,2 x 1,Ponte Preta,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 4,Juventude,Guarani,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 4,Coritiba,Paraná,2,1,2 x 1,Coritiba,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,7,May 4,Criciúma,Santos,1,3,1 x 3,Santos,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 10,Goiás,Flamengo,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 10,Corinthians,Criciúma,3,0,3 x 0,Corinthians,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 10,Santos,Cruzeiro,0,2,0 x 2,Cruzeiro,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 10,Paraná,Ponte Preta,3,2,3 x 2,Paraná,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 11,Vasco da Gama,Bahia,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 11,Paysandu,Fluminense,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 11,Atlético-MG,São Paulo,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 11,Vitória,Fortaleza,2,1,2 x 1,Vitória,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 11,Grêmio,Coritiba,1,0,1 x 0,Grêmio,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 11,Guarani,Internacional,3,0,3 x 0,Guarani,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 11,Atlético-PR,Juventude,2,0,2 x 0,Atlético-PR,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,8,May 11,Figueirense,São Caetano,3,0,3 x 0,Figueirense,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 17,Fluminense,Figueirense,3,0,3 x 0,Fluminense,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 17,Juventude,Santos,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 17,São Caetano,Atlético-MG,2,0,2 x 0,São Caetano,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 18,Bahia,Paysandu,2,0,2 x 0,Bahia,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 18,São Paulo,Paraná,2,0,2 x 0,São Paulo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 18,Flamengo,Guarani,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 18,Coritiba,Vasco da Gama,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 18,Fortaleza,Goiás,1,0,1 x 0,Fortaleza,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 18,Cruzeiro,Corinthians,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 18,Ponte Preta,Grêmio,2,1,2 x 1,Ponte Preta,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 18,Criciúma,Vitória,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,9,May 18,Internacional,Atlético-PR,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 24,Atlético-MG,Fluminense,3,0,3 x 0,Atlético-MG,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 24,Corinthians,Juventude,3,0,3 x 0,Corinthians,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 24,Vasco da Gama,Ponte Preta,1,0,1 x 0,Vasco da Gama,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 24,Paraná,São Caetano,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 25,Atlético-PR,Flamengo,4,1,4 x 1,Atlético-PR,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 25,Paysandu,Coritiba,1,3,1 x 3,Coritiba,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 25,Goiás,Criciúma,0,2,0 x 2,Criciúma,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 25,Grêmio,São Paulo,1,2,1 x 2,São Paulo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 25,Guarani,Fortaleza,2,1,2 x 1,Guarani,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 25,Figueirense,Bahia,1,0,1 x 0,Figueirense,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 25,Vitória,Cruzeiro,2,1,2 x 1,Vitória,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,10,May 25,Santos,Internacional,2,1,2 x 1,Santos,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,May 31,Fluminense,Atlético-PR,2,1,2 x 1,Fluminense,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,May 31,Internacional,Paysandu,2,1,2 x 1,Internacional,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,May 31,Cruzeiro,Criciúma,2,0,2 x 0,Cruzeiro,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,May 31,Coritiba,Guarani,3,2,3 x 2,Coritiba,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,May 31,Ponte Preta,São Caetano,0,0,0 x 0,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,Jun 1,Paraná,Flamengo,6,2,6 x 2,Paraná,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,Jun 1,Vasco da Gama,Atlético-MG,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,Jun 1,Bahia,Goiás,2,1,2 x 1,Bahia,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,Jun 1,Corinthians,Vitória,4,0,4 x 0,Corinthians,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,Jun 1,Santos,São Paulo,3,2,3 x 2,Santos,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,Jun 1,Fortaleza,Juventude,3,1,3 x 1,Fortaleza,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,11,Jun 1,Figueirense,Grêmio,2,1,2 x 1,Figueirense,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 7,Vitória,Fluminense,2,1,2 x 1,Vitória,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 7,Guarani,Santos,1,2,1 x 2,Santos,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 7,Grêmio,Fortaleza,3,1,3 x 1,Grêmio,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 7,Atlético-MG,Figueirense,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 8,Criciúma,Internacional,1,0,1 x 0,Criciúma,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 8,Juventude,Vasco da Gama,0,0,0 x 0,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 8,São Paulo,Bahia,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 8,Goiás,Coritiba,1,2,1 x 2,Coritiba,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 8,São Caetano,Corinthians,1,0,1 x 0,São Caetano,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 8,Paysandu,Paraná,3,0,3 x 0,Paysandu,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 8,Atlético-PR,Ponte Preta,4,2,4 x 2,Atlético-PR,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,12,Jun 18,Flamengo,Cruzeiro,3,0,3 x 0,Flamengo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 14,Coritiba,Atlético-PR,2,0,2 x 0,Coritiba,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 14,Fluminense,Goiás,2,3,2 x 3,Goiás,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 14,Ponte Preta,Guarani,0,2,0 x 2,Guarani,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 15,Bahia,Vitória,2,1,2 x 1,Bahia,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 15,Vasco da Gama,Flamengo,1,2,1 x 2,Flamengo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 15,Corinthians,São Paulo,1,2,1 x 2,São Paulo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 15,Fortaleza,Paysandu,1,2,1 x 2,Paysandu,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 15,Paraná,Juventude,1,2,1 x 2,Juventude,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 15,Cruzeiro,Atlético-MG,0,0,0 x 0,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 15,Grêmio,Internacional,0,0,0 x 0,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 15,Santos,São Caetano,0,1,0 x 1,São Caetano,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,13,Jun 15,Criciúma,Figueirense,1,0,1 x 0,Criciúma,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 19,Bahia,Coritiba,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 21,Vasco da Gama,Criciúma,2,0,2 x 0,Vasco da Gama,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 21,Atlético-MG,Grêmio,3,2,3 x 2,Atlético-MG,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 21,São Paulo,Goiás,1,0,1 x 0,São Paulo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 21,Internacional,Paraná,2,1,2 x 1,Internacional,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 22,Paysandu,Flamengo,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 22,Fluminense,Guarani,5,2,5 x 2,Fluminense,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 22,Ponte Preta,Corinthians,3,3,3 x 3,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 22,Figueirense,Fortaleza,2,2,2 x 2,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 22,São Caetano,Vitória,2,1,2 x 1,São Caetano,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jun 22,Juventude,Cruzeiro,0,1,0 x 1,Cruzeiro,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,14,Jul 30,Atlético-PR,Santos,0,2,0 x 2,Santos,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 28,Flamengo,Figueirense,0,2,0 x 2,Figueirense,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 28,Fortaleza,Vasco da Gama,0,1,0 x 1,Vasco da Gama,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 28,Coritiba,São Caetano,2,0,2 x 0,Coritiba,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 28,Grêmio,Juventude,1,4,1 x 4,Juventude,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 28,Santos,Bahia,4,0,4 x 0,Santos,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 29,Corinthians,Fluminense,1,0,1 x 0,Corinthians,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 29,Guarani,São Paulo,0,1,0 x 1,São Paulo,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 29,Criciúma,Paysandu,2,0,2 x 0,Criciúma,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 29,Vitória,Atlético-PR,1,0,1 x 0,Vitória,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 29,Paraná,Atlético-MG,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jun 29,Cruzeiro,Internacional,3,2,3 x 2,Cruzeiro,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,15,Jul 30,Goiás,Ponte Preta,0,0,0 x 0,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,16,Jul 5,Vasco da Gama,Paraná,1,4,1 x 4,Paraná,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
2003,16,Jul 5,São Paulo,São Caetano,1,1,1 x 1,Empate,RSSSF,https://rsssfbrasil.com/tablesae/br2003.htm,ok,552,552
