ano,posicao,time,pts,jogos,vitorias,empates,derrotas,gols_pro,gols_contra,saldo_gols,cartoes_amarelos,cartoes_vermelhos,aproveitamento,ingressos,publico_pagante,renda_bruta,renda_liquida,fonte_financeira,fonte,fonte_url,status_coleta
2012,12,Náutico,49,38,14,7,17,44,51,-7,90.0,6.0,43.0,261571.0,244989.0,4973265.0,4021843.560000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2012.htm,ok
2012,13,Coritiba,48,38,14,6,18,53,60,-7,107.0,7.0,42.1,238999.0,238999.0,4165547.0,-405304.91,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2012.htm,ok
2012,14,Ponte Preta,48,38,12,12,14,37,44,-7,97.0,3.0,42.1,148736.0,118518.0,1560181.0,319941.09,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2012.htm,ok
2012,15,Bahia,47,38,11,14,13,37,41,-4,114.0,2.0,41.2,386933.0,360634.0,7198040.0,4157953.86,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2012.htm,ok
2012,16,Portuguesa,45,38,10,15,13,39,41,-2,90.0,4.0,39.5,100083.0,80490.0,2245345.0,999940.65,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2012.htm,ok
2012,17,Sport,41,38,10,11,17,39,56,-17,99.0,8.0,36.0,416071.0,338402.0,6299800.0,4763939.589999999,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2012.htm,ok
2012,18,Palmeiras,34,38,9,7,22,39,54,-15,116.0,6.0,29.8,257400.0,227679.0,6419301.5,3407245.83,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2012.htm,ok
2012,19,Atlético Goianiense,30,38,7,9,22,37,67,-30,103.0,6.0,26.3,228549.0,106149.0,3408900.0,2406925.67,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2012.htm,ok
2012,20,Figueirense,30,38,7,9,22,39,72,-33,105.0,9.0,26.3,151988.0,151988.0,2822150.0,2087824.0599999996,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2012.htm,ok
2013,1,Cruzeiro,76,38,23,7,8,77,37,40,74.0,4.0,66.7,592704.0,549131.0,27852158.65,6164139.300000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,2,Grêmio,65,38,18,11,9,42,35,7,80.0,6.0,57.0,390060.0,375520.0,14378798.0,11687941.68,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,3,Athletico Paranaense,64,38,18,10,10,65,49,16,86.0,5.0,56.1,170551.0,166670.0,2952790.0,110461.22000000002,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,4,Botafogo,61,38,17,10,11,55,41,14,83.0,3.0,53.5,537507.0,241014.0,9500280.0,2915168.94,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,5,Vitória,59,38,16,11,11,59,53,6,67.0,1.0,51.8,298185.0,280814.0,5028201.5,2141564.99,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,6,Goiás,59,38,16,11,11,48,44,4,69.0,5.0,51.8,460065.0,240921.0,5118940.0,3262814.1099999994,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,7,Santos,57,38,15,12,11,51,38,13,81.0,3.0,50.0,239278.0,197698.0,10083404.0,5125860.42,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,8,Atlético Mineiro,57,38,15,12,11,49,38,11,106.0,9.0,50.0,263454.0,217285.0,6861265.0,2208195.77,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,9,São Paulo,50,38,14,8,16,39,40,-1,93.0,10.0,43.9,492705.0,439190.0,5847238.0,3588329.33,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,10,Corinthians,50,38,11,17,10,27,22,5,67.0,3.0,43.9,466612.0,464376.0,15026991.5,9588102.14,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,11,Coritiba,48,38,12,12,14,42,45,-3,99.0,3.0,42.1,278363.0,278363.0,5254211.0,317163.59,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,12,Bahia,48,38,12,12,14,37,45,-8,105.0,7.0,42.1,372569.0,350539.0,9631899.0,2998747.960000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,13,Internacional,48,38,11,15,12,51,52,-1,99.0,7.0,42.1,137446.0,137446.0,3190435.0,1715482.06,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,14,Criciúma,46,38,13,7,18,49,63,-14,104.0,6.0,40.4,219409.0,219409.0,3691215.0,2834466.43,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,15,Fluminense,46,38,12,10,16,43,47,-4,85.0,11.0,40.4,606132.0,335097.0,7718325.0,3254071.83,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,16,Flamengo,45,38,12,13,13,43,46,-3,67.0,5.0,43.0,697326.0,444323.0,22571144.0,7925862.750000002,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,17,Portuguesa,44,38,12,12,14,50,46,4,93.0,9.0,42.1,113284.0,91991.0,3114045.0,1251085.7900000005,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,18,Vasco da Gama,44,38,11,11,16,50,61,-11,94.0,2.0,38.6,432880.0,334736.0,12443365.0,3306589.49,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,19,Ponte Preta,37,38,9,10,19,37,55,-18,83.0,4.0,32.5,140138.0,121860.0,1057477.0,-133018.34,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2013,20,Náutico,20,38,5,5,28,22,79,-57,78.0,3.0,17.5,380540.0,194972.0,5219012.0,4341299.590000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2013.htm,ok
2014,1,Cruzeiro,80,38,24,8,6,67,38,29,70.0,2.0,70.2,614524.0,563835.0,27585105.0,3872957.75,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,2,São Paulo,70,38,20,10,8,59,40,19,93.0,4.0,61.4,594082.0,542329.0,14450274.0,8271768.490000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,3,Internacional,69,38,21,6,11,53,41,12,98.0,6.0,60.5,424051.0,424051.0,14572865.0,10534084.2,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,4,Corinthians,69,38,19,12,7,49,31,18,72.0,3.0,60.5,550501.0,550248.0,35068905.7,22376804.71,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,5,Atlético Mineiro,62,38,17,11,10,51,38,13,83.0,2.0,54.4,305647.0,268508.0,6305742.5,2573512.64,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,6,Fluminense,61,38,17,10,11,61,42,19,81.0,5.0,53.5,434775.0,351314.0,8170900.0,2583691.29,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,7,Grêmio,61,38,17,10,11,36,24,12,99.0,3.0,53.5,419144.0,399600.0,13146094.71,10437678.3,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,8,Athletico Paranaense,54,38,15,9,14,43,42,1,72.0,1.0,47.4,194851.0,183568.0,4475332.0,986019.71,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,9,Santos,53,38,15,8,15,42,35,7,77.0,4.0,46.5,221089.0,175617.0,5858051.0,2684881.7499999995,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,10,Flamengo,52,38,14,10,14,46,47,-1,69.0,4.0,45.6,611794.0,501806.0,19917405.0,5952879.96,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,11,Sport,52,38,14,10,14,36,46,-10,76.0,2.0,45.6,446629.0,346179.0,7881200.0,5884029.380000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,12,Goiás,47,38,13,8,17,38,40,-2,77.0,2.0,41.2,172577.0,131906.0,5176865.0,3072950.7299999995,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,13,Figueirense,47,38,13,8,17,37,47,-10,100.0,10.0,41.2,159190.0,159182.0,3047045.0,2058439.66,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,14,Coritiba,47,38,12,11,15,42,45,-3,98.0,2.0,41.2,234252.0,234252.0,5283850.5,1251399.77,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,15,Chapecoense,43,38,11,10,17,39,44,-5,69.0,2.0,37.7,190394.0,190394.0,3651150.0,2683933.93,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,16,Palmeiras,40,38,11,7,20,34,59,-25,96.0,7.0,35.1,392641.0,375343.0,16646940.0,9219672.1,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,17,Vitória,38,38,10,8,20,37,54,-17,80.0,2.0,33.3,218024.0,195075.0,3000524.5,1044239.42,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,18,Bahia,37,38,9,10,19,31,43,-12,106.0,7.0,32.5,232174.0,226414.0,6204300.5,1758827.06,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,19,Botafogo,34,38,9,7,22,31,48,-17,94.0,9.0,29.8,288093.0,215878.0,12368175.0,3122080.66,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2014,20,Criciúma,32,38,7,11,20,28,56,-28,118.0,5.0,28.1,172691.0,172691.0,2932180.0,2108028.22,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2014.htm,ok
2015,1,Corinthians,81,38,24,9,5,71,31,40,68.0,2.0,71.1,648949.0,648849.0,38740817.83,23958205.450000003,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,2,Atlético Mineiro,69,38,21,6,11,65,47,18,82.0,4.0,60.5,475231.0,442539.0,16229190.5,1764098.94,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,3,Grêmio,68,38,20,8,10,52,32,20,97.0,2.0,59.6,479730.0,479730.0,17751542.700000003,14514518.71,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,4,São Paulo,62,38,18,8,12,53,47,6,81.0,5.0,54.4,490929.0,390670.0,10458717.0,6129164.080000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,5,Internacional,60,38,17,9,12,39,38,1,107.0,6.0,52.6,360610.0,360610.0,9720965.0,6247172.540000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,6,Sport,59,38,15,14,9,53,38,15,72.0,2.0,51.8,299478.0,271451.0,8086135.0,5388992.13,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,7,Santos,58,38,16,10,12,59,41,18,87.0,9.0,50.9,179332.0,165133.0,5185600.0,1869983.17,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,8,Cruzeiro,55,38,15,10,13,44,35,9,97.0,5.0,48.2,421552.0,419456.0,14236650.29,1660199.66,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,9,Palmeiras,53,38,15,8,15,60,51,9,93.0,5.0,46.5,563564.0,563029.0,35314641.44,24163707.52,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,10,Athletico Paranaense,51,38,14,9,15,43,48,-5,91.0,7.0,44.7,312173.0,312173.0,7340460.0,2352967.8800000004,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,11,Ponte Preta,51,38,13,12,13,41,40,1,107.0,5.0,44.7,156418.0,105820.0,2994810.0,1505201.41,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,12,Flamengo,49,38,15,4,19,45,53,-8,93.0,7.0,43.0,619842.0,588292.0,26009987.0,8014902.7,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,13,Fluminense,47,38,14,5,19,40,49,-9,104.0,10.0,41.2,352729.0,310676.0,12393560.0,3830622.96,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,14,Chapecoense,47,38,12,11,15,34,44,-10,86.0,3.0,41.2,172377.0,172377.0,3223820.0,2272954.98,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,15,Coritiba,44,38,11,11,16,31,42,-11,117.0,5.0,38.6,252024.0,252014.0,5286070.0,603690.1500000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,16,Figueirense,43,38,11,10,17,36,50,-14,119.0,5.0,37.7,165233.0,165233.0,3391910.0,2533951.7800000003,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,17,Avaí,42,38,11,9,18,38,60,-22,121.0,3.0,36.8,161072.0,161072.0,3373804.0,2389414.65,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,18,Vasco da Gama,41,38,10,11,17,28,54,-26,122.0,14.0,36.0,311249.0,244621.0,9865570.0,3080800.85,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,19,Goiás,38,38,10,8,20,39,49,-10,95.0,3.0,33.3,146141.0,143491.0,3088437.5,2063462.93,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2015,20,Joinville,31,38,7,10,21,26,48,-22,104.0,8.0,27.2,177265.0,177265.0,3462440.0,2207390.45,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2015.htm,ok
2016,1,Palmeiras,80,38,24,8,6,62,32,30,95.0,0.0,70.2,617016.0,616947.0,42311615.78,31243075.230000004,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,2,Santos,71,38,22,5,11,59,35,24,78.0,4.0,62.3,227000.0,213282.0,8238765.0,3845201.87,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,3,Flamengo,71,38,20,11,7,52,35,17,68.0,5.0,62.3,508361.0,466302.0,26160928.0,11231140.670000002,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,4,Atlético Mineiro,62,37,17,11,9,61,50,11,76.0,4.0,55.9,379696.0,351689.0,10868249.0,-214138.96000000008,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,5,Botafogo,59,38,17,8,13,43,39,4,95.0,2.0,51.8,183707.0,137907.0,3978590.0,72702.78000000006,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,6,Athletico Paranaense,57,38,17,6,15,38,32,6,78.0,1.0,50.0,299275.0,299275.0,7166500.0,2330399.7700000005,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,7,Corinthians,55,38,15,10,13,48,42,6,82.0,5.0,48.2,546516.0,546516.0,29197356.0,16984138.15,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,8,Ponte Preta,53,38,15,8,15,48,52,-4,97.0,3.0,46.5,123516.0,100886.0,1729690.0,127248.41999999995,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,9,Grêmio,53,38,14,11,13,41,44,-3,95.0,6.0,46.5,388510.0,388510.0,13503612.0,10655557.91,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,10,São Paulo,52,38,14,10,14,44,36,8,95.0,5.0,45.6,518777.0,427746.0,9355409.0,4551111.87,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,11,Chapecoense,52,37,13,13,11,49,53,-4,79.0,2.0,46.8,137015.0,137015.0,2650240.0,1755648.7300000002,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,12,Cruzeiro,51,38,14,9,15,48,49,-1,103.0,9.0,44.7,397487.0,388877.0,10929460.0,1223291.7099999995,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,13,Fluminense,50,38,13,11,14,45,45,0,88.0,1.0,43.9,229024.0,173644.0,5440157.0,2453268.6200000006,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,14,Sport,47,38,13,8,17,49,55,-6,89.0,7.0,41.2,229682.0,227399.0,4272715.0,2540241.6699999995,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,15,Coritiba,46,38,11,13,14,41,42,-1,100.0,4.0,40.4,187979.0,187979.0,4149680.0,82296.67000000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,16,Vitória,45,38,12,9,17,51,53,-2,113.0,6.0,39.5,284445.0,265941.0,4214932.5,1930060.64,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,17,Internacional,43,38,11,10,17,35,41,-6,102.0,5.0,37.7,483010.0,483010.0,12121036.0,7974946.91,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,18,Figueirense,37,38,8,13,17,30,50,-20,94.0,8.0,32.5,125935.0,125935.0,2319195.0,1113834.6600000004,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,19,Santa Cruz,31,38,8,7,23,45,69,-24,94.0,6.0,27.2,186421.0,153521.0,3019745.0,1897217.63,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2016,20,América Mineiro,28,38,7,7,24,23,58,-35,,,,,,,,,RSSSF,https://rsssfbrasil.com/tablesae/br2016.htm,ok
2017,1,Corinthians,72,38,21,9,8,50,30,20,84.0,1.0,63.2,760142.0,760142.0,43774866.7,28703360.19,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,2,Palmeiras,63,38,19,6,13,61,45,16,87.0,4.0,55.3,563532.0,563532.0,33099802.64,22728584.99,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,3,Santos,63,38,17,12,9,42,32,10,100.0,4.0,55.3,220116.0,220116.0,7382985.0,2732742.85,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,4,Grêmio,62,38,18,8,12,55,36,19,73.0,2.0,54.4,380067.0,374840.0,13097031.0,10182046.109999998,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,5,Cruzeiro,57,38,15,12,11,47,39,8,89.0,5.0,50.0,279056.0,275911.0,6716871.0,1065417.1300000004,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,6,Flamengo,56,38,15,11,12,49,38,11,78.0,2.0,49.1,294683.0,275323.0,13276273.0,2027657.1699999997,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,7,Vasco da Gama,56,38,15,11,12,40,47,-7,,,,,,,,,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,8,Chapecoense,54,38,15,9,14,47,49,-2,,,,,,,,,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,9,Atlético Mineiro,54,38,14,12,12,52,49,3,109.0,3.0,47.4,271651.0,249904.0,6338522.0,-527668.8200000001,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,10,Botafogo,53,38,14,11,13,45,42,3,96.0,2.0,46.5,205726.0,193679.0,4933195.0,-329429.27,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,11,Athletico Paranaense,51,38,14,9,15,45,43,2,80.0,3.0,44.7,260911.0,260911.0,5732560.0,650571.3599999999,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,12,Bahia,50,38,13,11,14,50,48,2,,,,,,,,,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,13,São Paulo,50,38,13,11,14,48,49,-1,72.0,4.0,43.9,722398.0,669328.0,17465731.0,10625088.640000002,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,14,Fluminense,47,38,11,14,13,50,53,-3,98.0,3.0,41.2,291865.0,274202.0,7252060.0,-3308754.52,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,15,Sport,45,38,12,9,17,46,58,-12,92.0,4.0,39.5,234633.0,234633.0,4774238.0,2861483.3200000003,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,16,Vitória,43,38,11,10,17,50,58,-8,103.0,7.0,37.7,229015.0,207318.0,3158315.5,1196440.53,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,17,Coritiba,43,38,11,10,17,42,51,-9,107.0,5.0,37.7,272817.0,272617.0,6506890.0,1477204.5300000005,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,18,Avaí,43,38,10,13,15,29,48,-19,,,,,,,,,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,19,Ponte Preta,39,38,10,9,19,37,52,-15,,,,,,,,,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2017,20,Atlético Goianiense,36,38,9,9,20,38,56,-18,87.0,3.0,31.6,151902.0,95885.0,3022690.0,1333452.4800000002,Sr.Goool,RSSSF,https://rsssfbrasil.com/tablesae/br2017.htm,ok
2018,1,Palmeiras,80,38,23,11,4,64,26,38,117.0,5.0,70.2,614776.0,614776.0,37185554.120000005,23750478.8,Sr.Goool,CBF,,ok
2018,2,Flamengo,72,38,21,9,8,59,29,30,82.0,10.0,63.2,909417.0,895652.0,25348501.5,3384230.670000001,Sr.Goool,CBF,,ok
2018,3,Internacional,69,38,19,12,7,51,29,22,96.0,6.0,60.5,532426.0,532426.0,16151399.5,11170592.329999998,Sr.Goool,CBF,,ok
2018,4,Grêmio,66,38,18,12,8,48,27,21,83.0,1.0,57.9,423019.0,423019.0,14451311.0,11616637.189999998,Sr.Goool,CBF,,ok
2018,5,São Paulo,63,38,16,15,7,46,34,12,98.0,6.0,55.3,728361.0,652098.0,23130264.5,16525681.48,Sr.Goool,CBF,,ok
2018,6,Atlético Mineiro,59,38,17,8,13,56,43,13,90,3,51,,,,,,CBF,,ok
2018,7,Athletico Paranaense,57,38,16,9,13,54,37,17,88.0,5.0,50.0,200832.0,200832.0,5054210.0,940496.11,Sr.Goool,CBF,,ok
2018,8,Cruzeiro,53,38,14,11,13,34,34,0,99.0,2.0,46.5,261892.0,256892.0,6018847.5,2405247.4400000004,Sr.Goool,CBF,,ok
2018,9,Botafogo,51,38,13,12,13,38,46,-8,90.0,5.0,44.7,229417.0,219824.0,3273742.5,-3280251.330000001,Sr.Goool,CBF,,ok
2018,10,Santos,50,38,13,11,14,46,40,6,88.0,4.0,43.9,200939.0,200939.0,5417214.0,1070364.67,Sr.Goool,CBF,,ok
2018,11,Bahia,48,38,12,12,14,39,41,-2,85.0,5.0,42.1,375444.0,366991.0,7252125.5,3184779.77,Sr.Goool,CBF,,ok
2018,12,Fluminense,45,38,12,9,17,32,46,-14,87.0,5.0,39.5,293878.0,274720.0,7760832.5,-3533799.4,Sr.Goool,CBF,,ok
2018,13,Corinthians,44,38,11,11,16,34,35,-1,77.0,3.0,38.6,595981.0,595981.0,25376680.15,16019081.340000002,Sr.Goool,CBF,,ok
2018,14,Chapecoense,44,38,11,11,16,34,50,-16,74.0,3.0,38.6,178446.0,178446.0,4866815.0,3376733.35,Sr.Goool,CBF,,ok
2018,15,Ceará,44,38,10,14,14,32,38,-6,91.0,3.0,38.6,545070.0,533496.0,9238633.0,5040321.739999999,Sr.Goool,CBF,,ok
2018,16,Vasco da Gama,43,38,10,13,15,41,48,-7,101.0,9.0,37.7,300160.0,282733.0,9474740.0,921456.78,Sr.Goool,CBF,,ok
2018,17,América Mineiro,40,38,10,10,18,30,47,-17,84,8,35,,,,,,CBF,,ok
2018,18,Sport,39,38,11,9,18,35,57,-22,78.0,4.0,36.8,217137.0,217137.0,3881225.0,2090974.87,Sr.Goool,CBF,,ok
2018,19,Vitória,37,38,9,10,19,36,63,-27,108.0,7.0,32.5,198391.0,174455.0,1831619.0,518631.24,Sr.Goool,CBF,,ok
2018,20,Paraná,23,38,4,11,23,18,57,-39,98.0,9.0,20.2,118236.0,118236.0,4716505.0,2385122.09,Sr.Goool,CBF,,ok
2019,1,Flamengo,90,38,28,6,4,86,37,49,90.0,3.0,78.9,1057660.0,1045477.0,53475752.7,26262073.569999997,Sr.Goool,CBF,,ok
2019,2,Santos,74,38,22,8,8,60,33,27,110.0,12.0,64.9,195860.0,195830.0,7425067.5,3194826.4600000004,Sr.Goool,CBF,,ok
2019,3,Palmeiras,74,38,21,11,6,61,32,29,78.0,5.0,64.9,531899.0,531269.0,29510234.200000003,17795079.509999998,Sr.Goool,CBF,,ok
2019,4,Grêmio,65,38,19,8,11,64,39,25,80.0,2.0,57.0,339690.0,316309.0,11523137.0,8619869.61,Sr.Goool,CBF,,ok
2019,5,Athletico Paranaense,64,38,18,10,10,51,32,19,83.0,2.0,56.1,287182.0,287182.0,8047985.0,2915156.66,Sr.Goool,CBF,,ok
2019,6,São Paulo,63,38,17,12,9,39,30,9,87.0,7.0,55.3,559203.0,559203.0,23997819.0,15919808.909999998,Sr.Goool,CBF,,ok
2019,7,Internacional,57,38,16,9,13,44,38,6,98.0,3.0,50.0,376664.0,376664.0,15053367.0,10295865.840000002,Sr.Goool,CBF,,ok
2019,8,Corinthians,56,38,14,14,10,42,34,8,72.0,2.0,49.1,625071.0,624261.0,31554927.44,19550991.8,Sr.Goool,CBF,,ok
2019,9,Fortaleza,53,38,15,8,15,50,49,1,84.0,13.0,46.5,646748.0,626996.0,9109310.0,2951404.1,Sr.Goool,CBF,,ok
2019,10,Goiás,52,38,15,7,16,46,64,-18,86.0,7.0,45.6,257414.0,256625.0,7951155.0,5097745.83,Sr.Goool,CBF,,ok
2019,11,Bahia,49,38,12,13,13,44,43,1,65.0,6.0,43.0,511166.0,500439.0,9798807.5,4121769.3300000015,Sr.Goool,CBF,,ok
2019,12,Vasco da Gama,49,38,12,13,13,39,45,-6,105.0,5.0,43.0,406412.0,388523.0,17760191.0,5920739.849999999,Sr.Goool,CBF,,ok
2019,13,Atlético Mineiro,48,38,13,9,16,44,49,-5,69,5,42,,,,,,CBF,,ok
2019,14,Fluminense,46,38,12,10,16,38,46,-8,87.0,12.0,40.4,429250.0,383977.0,9791060.0,-1743173.14,Sr.Goool,CBF,,ok
