ano,rodada,data,hora,local,mandante,visitante,gols_mandante,gols_visitante,resultado,vencedor,publico_a_venda,publico_devolvido,publico_vendido,arrecadacao_bruta,renda_mandante,renda_visitante,financeiro_status,publico_informado,cartoes_amarelos_mandante,cartoes_vermelhos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_visitante,id_tabela_srgoool,tem_publico,tem_arrecadacao,tem_financeiro,sumula_url,boletim_financeiro_url,relatorio_jogo_url,fonte_esportiva,fonte_financeira,fonte_url,status_coleta
2003,1,Mar 29,,,Athletico Paranaense,Grêmio,2,0,2 x 0,Athletico Paranaense,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29221.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 30,,,Corinthians,Atlético Mineiro,0,3,0 x 3,Atlético Mineiro,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29231.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 30,,,Criciúma,Fluminense,2,0,2 x 0,Criciúma,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29229.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 30,,,Cruzeiro,São Caetano,2,2,2 x 2,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29223.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 30,,,Flamengo,Coritiba,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29222.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 30,,,Fortaleza,Bahia,0,0,0 x 0,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29228.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 30,,,Goiás,Paysandu,2,2,2 x 2,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29227.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 29,,,Guarani,Vasco da Gama,4,2,4 x 2,Guarani,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29220.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 30,,,Internacional,Ponte Preta,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29226.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 30,,,Juventude,São Paulo,2,2,2 x 2,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29224.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 30,,,Santos,Paraná,2,2,2 x 2,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29230.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,1,Mar 30,,,Vitória,Figueirense,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29225.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 5,,,Atlético Mineiro,Santos,0,0,0 x 0,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29232.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 6,,,Bahia,Flamengo,1,2,1 x 2,Flamengo,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29236.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 5,,,Coritiba,Internacional,0,1,0 x 1,Internacional,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29233.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 6,,,Figueirense,Corinthians,3,3,3 x 3,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29241.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 5,,,Fluminense,Fortaleza,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29234.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 5,,,Grêmio,Guarani,3,1,3 x 1,Grêmio,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29235.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 6,,,Paraná,Athletico Paranaense,3,0,3 x 0,Paraná,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29237.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 6,,,Paysandu,Vitória,1,2,1 x 2,Vitória,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29238.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 6,,,Ponte Preta,Juventude,1,0,1 x 0,Ponte Preta,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29239.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 6,,,São Caetano,Criciúma,3,2,3 x 2,São Caetano,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29240.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 6,,,São Paulo,Cruzeiro,2,4,2 x 4,Cruzeiro,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29243.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,2,Apr 6,,,Vasco da Gama,Goiás,6,4,6 x 4,Vasco da Gama,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29242.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 12,,,Athletico Paranaense,Atlético Mineiro,1,2,1 x 2,Atlético Mineiro,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29245.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 12,,,Corinthians,Paysandu,6,1,6 x 1,Corinthians,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29247.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 13,,,Criciúma,São Paulo,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29249.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 13,,,Cruzeiro,Ponte Preta,3,0,3 x 0,Cruzeiro,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29254.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 13,,,Flamengo,Fluminense,4,1,4 x 1,Flamengo,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29255.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 13,,,Fortaleza,São Caetano,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29250.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 13,,,Goiás,Grêmio,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29248.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 13,,,Guarani,Paraná,2,0,2 x 0,Guarani,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29252.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 12,,,Internacional,Bahia,2,0,2 x 0,Internacional,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29244.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 13,,,Juventude,Coritiba,2,1,2 x 1,Juventude,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29251.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 12,,,Santos,Figueirense,2,0,2 x 0,Santos,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29246.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,3,Apr 13,,,Vitória,Vasco da Gama,2,1,2 x 1,Vitória,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29253.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 16,,,Atlético Mineiro,Guarani,3,2,3 x 2,Atlético Mineiro,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29259.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 16,,,Bahia,Juventude,3,1,3 x 1,Bahia,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29257.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 16,,,Coritiba,Cruzeiro,3,4,3 x 4,Cruzeiro,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29262.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 16,,,Figueirense,Athletico Paranaense,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29260.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 17,,,Fluminense,Internacional,3,1,3 x 1,Fluminense,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29265.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 16,,,Grêmio,Vitória,2,1,2 x 1,Grêmio,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29258.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 17,,,Paraná,Goiás,3,1,3 x 1,Paraná,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29264.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 9,,,Paysandu,Santos,2,1,2 x 1,Paysandu,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29267.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 16,,,Ponte Preta,Criciúma,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29256.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 16,,,São Caetano,Flamengo,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29263.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 17,,,São Paulo,Fortaleza,3,1,3 x 1,São Paulo,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29266.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,4,Apr 16,,,Vasco da Gama,Corinthians,2,2,2 x 2,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29261.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 19,,,Bahia,Atlético Mineiro,2,4,2 x 4,Atlético Mineiro,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29269.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 21,,,Coritiba,Figueirense,1,0,1 x 0,Coritiba,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29279.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 20,,,Criciúma,Guarani,1,0,1 x 0,Criciúma,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29273.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 20,,,Cruzeiro,Goiás,4,1,4 x 1,Cruzeiro,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29278.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 19,,,Flamengo,Santos,0,2,0 x 2,Santos,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29270.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 20,,,Fluminense,Paraná,0,0,0 x 0,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29277.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 20,,,Fortaleza,Athletico Paranaense,1,0,1 x 0,Fortaleza,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29274.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 20,,,Internacional,Corinthians,2,1,2 x 1,Internacional,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29271.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 20,,,Juventude,Vitória,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29275.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 20,,,Ponte Preta,Paysandu,4,4,4 x 4,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29276.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 19,,,São Caetano,Grêmio,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29268.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,5,Apr 20,,,São Paulo,Vasco da Gama,3,1,3 x 1,São Paulo,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29272.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 27,,,Athletico Paranaense,Criciúma,5,2,5 x 2,Athletico Paranaense,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29288.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 26,,,Atlético Mineiro,Coritiba,1,2,1 x 2,Coritiba,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29281.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 27,,,Corinthians,Flamengo,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29285.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 27,,,Figueirense,Ponte Preta,0,0,0 x 0,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29284.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 27,,,Goiás,Juventude,7,0,7 x 0,Goiás,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29286.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 27,,,Grêmio,Fluminense,0,1,0 x 1,Fluminense,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29289.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 26,,,Guarani,Cruzeiro,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29283.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 26,,,Paraná,Bahia,3,1,3 x 1,Paraná,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29280.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 27,,,Paysandu,São Paulo,5,2,5 x 2,Paysandu,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29290.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 27,,,Santos,Fortaleza,4,0,4 x 0,Santos,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29287.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 27,,,Vasco da Gama,São Caetano,1,0,1 x 0,Vasco da Gama,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29291.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,6,Apr 26,,,Vitória,Internacional,0,3,0 x 3,Internacional,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29282.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 3,,,Bahia,Grêmio,2,1,2 x 1,Bahia,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29292.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 4,,,Coritiba,Paraná,2,1,2 x 1,Coritiba,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29297.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 4,,,Criciúma,Santos,1,3,1 x 3,Santos,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29303.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 3,,,Cruzeiro,Athletico Paranaense,5,2,5 x 2,Cruzeiro,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29294.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 3,,,Flamengo,Vitória,2,1,2 x 1,Flamengo,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29293.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 4,,,Fluminense,Vasco da Gama,0,0,0 x 0,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29302.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 4,,,Fortaleza,Corinthians,1,2,1 x 2,Corinthians,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29296.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 4,,,Internacional,Goiás,2,1,2 x 1,Internacional,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29298.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 4,,,Juventude,Guarani,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29300.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 4,,,Ponte Preta,Atlético Mineiro,2,1,2 x 1,Ponte Preta,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29299.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 4,,,São Caetano,Paysandu,2,0,2 x 0,São Caetano,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29301.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,7,May 4,,,São Paulo,Figueirense,3,2,3 x 2,São Paulo,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29295.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 11,,,Athletico Paranaense,Juventude,2,0,2 x 0,Athletico Paranaense,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29313.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 11,,,Atlético Mineiro,São Paulo,2,2,2 x 2,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29310.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 10,,,Corinthians,Criciúma,3,0,3 x 0,Corinthians,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29307.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 11,,,Figueirense,São Caetano,3,0,3 x 0,Figueirense,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29308.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 10,,,Goiás,Flamengo,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29304.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 11,,,Grêmio,Coritiba,1,0,1 x 0,Grêmio,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29315.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 11,,,Guarani,Internacional,3,0,3 x 0,Guarani,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29312.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 10,,,Paraná,Ponte Preta,3,2,3 x 2,Paraná,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29306.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 11,,,Paysandu,Fluminense,2,2,2 x 2,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29314.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 10,,,Santos,Cruzeiro,0,2,0 x 2,Cruzeiro,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29305.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 11,,,Vasco da Gama,Bahia,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29309.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,8,May 11,,,Vitória,Fortaleza,2,1,2 x 1,Vitória,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29311.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 18,,,Bahia,Paysandu,2,0,2 x 0,Bahia,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29320.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 18,,,Coritiba,Vasco da Gama,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29319.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 18,,,Criciúma,Vitória,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29324.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 18,,,Cruzeiro,Corinthians,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29322.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 18,,,Flamengo,Guarani,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29326.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 17,,,Fluminense,Figueirense,3,0,3 x 0,Fluminense,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29316.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 18,,,Fortaleza,Goiás,1,0,1 x 0,Fortaleza,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29325.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 18,,,Internacional,Athletico Paranaense,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29321.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 17,,,Juventude,Santos,1,1,1 x 1,Empate,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29318.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 18,,,Ponte Preta,Grêmio,2,1,2 x 1,Ponte Preta,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29323.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 17,,,São Caetano,Atlético Mineiro,2,0,2 x 0,São Caetano,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29317.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,9,May 18,,,São Paulo,Paraná,2,0,2 x 0,São Paulo,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29327.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
2003,10,May 25,,,Athletico Paranaense,Flamengo,4,1,4 x 1,Athletico Paranaense,,,,,,,fora_cobertura_cbf,N,0.0,0.0,0.0,0.0,29332.0,False,False,False,,,,RSSSF,,https://rsssfbrasil.com/tablesae/br2003.htm,ok
