ano,id_campeonato_srgoool,id_tabela_srgoool,rodada,data,hora,mandante,visitante,mandante_norm,visitante_norm,gols_mandante,gols_visitante,resultado,vencedor,publico_a_venda,publico_vendido,arrecadacao_bruta,renda_mandante,renda_visitante,publico_informado,cartoes_amarelos_mandante,cartoes_vermelhos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_visitante,fonte_url,status_coleta
2003,247,29220,1,2003-03-29,16:00,Guarani,Vasco,guarani,vasco,4,2,4 x 2,Guarani,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29221,1,2003-03-29,16:00,Athletico Paranaense,Grêmio,athletico paranaense,gremio,2,0,2 x 0,Athletico Paranaense,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29222,1,2003-03-30,16:00,Flamengo,Coritiba,flamengo,coritiba,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29223,1,2003-03-30,16:00,Cruzeiro,São Caetano,cruzeiro,sao caetano,2,2,2 x 2,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29224,1,2003-03-30,16:00,Juventude,São Paulo,juventude,sao paulo,2,2,2 x 2,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29225,1,2003-03-30,16:00,Vitória,Figueirense,vitoria,figueirense,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29226,1,2003-03-30,16:00,Internacional,Ponte Preta,internacional,ponte preta,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29227,1,2003-03-30,16:00,Goiás,Paysandu,goias,paysandu,2,2,2 x 2,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29228,1,2003-03-30,16:00,Fortaleza,Bahia,fortaleza,bahia,0,0,0 x 0,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29229,1,2003-03-30,16:00,Criciúma,Fluminense,criciuma,fluminense,2,0,2 x 0,Criciúma,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29230,1,2003-03-30,18:10,Santos,Paraná,santos,parana,2,2,2 x 2,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29231,1,2003-03-30,18:10,Corinthians,Atlético Mineiro,corinthians,atletico mineiro,0,3,0 x 3,Atlético Mineiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29232,2,2003-04-05,16:00,Atlético Mineiro,Santos,atletico mineiro,santos,0,0,0 x 0,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29233,2,2003-04-05,16:00,Coritiba,Internacional,coritiba,internacional,0,1,0 x 1,Internacional,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29234,2,2003-04-05,16:00,Fluminense,Fortaleza,fluminense,fortaleza,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29235,2,2003-04-05,18:00,Grêmio,Guarani,gremio,guarani,3,1,3 x 1,Grêmio,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29236,2,2003-04-06,16:00,Bahia,Flamengo,bahia,flamengo,1,2,1 x 2,Flamengo,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29237,2,2003-04-06,16:00,Paraná,Athletico Paranaense,parana,athletico paranaense,3,0,3 x 0,Paraná,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29238,2,2003-04-06,16:00,Paysandu,Vitória,paysandu,vitoria,1,2,1 x 2,Vitória,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29239,2,2003-04-06,16:00,Ponte Preta,Juventude,ponte preta,juventude,1,0,1 x 0,Ponte Preta,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29240,2,2003-04-06,16:00,São Caetano,Criciúma,sao caetano,criciuma,3,2,3 x 2,São Caetano,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29241,2,2003-04-06,16:00,Figueirense,Corinthians,figueirense,corinthians,3,3,3 x 3,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29242,2,2003-04-06,18:00,Vasco,Goiás,vasco,goias,6,4,6 x 4,Vasco,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29243,2,2003-04-06,18:00,São Paulo,Cruzeiro,sao paulo,cruzeiro,2,4,2 x 4,Cruzeiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29267,4,2003-04-09,21:40,Paysandu,Santos,paysandu,santos,2,1,2 x 1,Paysandu,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29244,3,2003-04-12,16:00,Internacional,Bahia,internacional,bahia,2,0,2 x 0,Internacional,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29245,3,2003-04-12,16:00,Athletico Paranaense,Atlético Mineiro,athletico paranaense,atletico mineiro,1,2,1 x 2,Atlético Mineiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29246,3,2003-04-12,16:00,Santos,Figueirense,santos,figueirense,2,0,2 x 0,Santos,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29247,3,2003-04-12,18:00,Corinthians,Paysandu,corinthians,paysandu,6,1,6 x 1,Corinthians,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29248,3,2003-04-13,16:00,Goiás,Grêmio,goias,gremio,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29249,3,2003-04-13,16:00,Criciúma,São Paulo,criciuma,sao paulo,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29250,3,2003-04-13,16:00,Fortaleza,São Caetano,fortaleza,sao caetano,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29251,3,2003-04-13,16:00,Juventude,Coritiba,juventude,coritiba,2,1,2 x 1,Juventude,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29252,3,2003-04-13,16:00,Guarani,Paraná,guarani,parana,2,0,2 x 0,Guarani,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29253,3,2003-04-13,16:00,Vitória,Vasco,vitoria,vasco,2,1,2 x 1,Vitória,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29254,3,2003-04-13,18:00,Cruzeiro,Ponte Preta,cruzeiro,ponte preta,3,0,3 x 0,Cruzeiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29255,3,2003-04-13,18:00,Flamengo,Fluminense,flamengo,fluminense,4,1,4 x 1,Flamengo,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29256,4,2003-04-16,20:30,Ponte Preta,Criciúma,ponte preta,criciuma,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29257,4,2003-04-16,20:30,Bahia,Juventude,bahia,juventude,3,1,3 x 1,Bahia,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29258,4,2003-04-16,20:30,Grêmio,Vitória,gremio,vitoria,2,1,2 x 1,Grêmio,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29259,4,2003-04-16,20:30,Atlético Mineiro,Guarani,atletico mineiro,guarani,3,2,3 x 2,Atlético Mineiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29260,4,2003-04-16,20:30,Figueirense,Athletico Paranaense,figueirense,athletico paranaense,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29261,4,2003-04-16,21:40,Vasco,Corinthians,vasco,corinthians,2,2,2 x 2,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29262,4,2003-04-16,21:40,Coritiba,Cruzeiro,coritiba,cruzeiro,3,4,3 x 4,Cruzeiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29263,4,2003-04-16,21:40,São Caetano,Flamengo,sao caetano,flamengo,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29264,4,2003-04-17,20:30,Paraná,Goiás,parana,goias,3,1,3 x 1,Paraná,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29265,4,2003-04-17,20:30,Fluminense,Internacional,fluminense,internacional,3,1,3 x 1,Fluminense,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29266,4,2003-04-17,20:30,São Paulo,Fortaleza,sao paulo,fortaleza,3,1,3 x 1,São Paulo,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29268,5,2003-04-19,16:00,São Caetano,Grêmio,sao caetano,gremio,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29269,5,2003-04-19,16:00,Bahia,Atlético Mineiro,bahia,atletico mineiro,2,4,2 x 4,Atlético Mineiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29270,5,2003-04-19,18:00,Flamengo,Santos,flamengo,santos,0,2,0 x 2,Santos,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29271,5,2003-04-20,16:00,Internacional,Corinthians,internacional,corinthians,2,1,2 x 1,Internacional,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29272,5,2003-04-20,16:00,São Paulo,Vasco,sao paulo,vasco,3,1,3 x 1,São Paulo,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29273,5,2003-04-20,16:00,Criciúma,Guarani,criciuma,guarani,1,0,1 x 0,Criciúma,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29274,5,2003-04-20,16:00,Fortaleza,Athletico Paranaense,fortaleza,athletico paranaense,1,0,1 x 0,Fortaleza,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29275,5,2003-04-20,16:00,Juventude,Vitória,juventude,vitoria,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29276,5,2003-04-20,16:00,Ponte Preta,Paysandu,ponte preta,paysandu,4,4,4 x 4,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29277,5,2003-04-20,18:00,Fluminense,Paraná,fluminense,parana,0,0,0 x 0,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29278,5,2003-04-20,18:00,Cruzeiro,Goiás,cruzeiro,goias,4,1,4 x 1,Cruzeiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29279,5,2003-04-20,18:00,Coritiba,Figueirense,coritiba,figueirense,1,0,1 x 0,Coritiba,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29280,6,2003-04-26,16:00,Paraná,Bahia,parana,bahia,3,1,3 x 1,Paraná,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29281,6,2003-04-26,16:00,Atlético Mineiro,Coritiba,atletico mineiro,coritiba,1,2,1 x 2,Coritiba,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29282,6,2003-04-26,16:00,Vitória,Internacional,vitoria,internacional,0,3,0 x 3,Internacional,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29283,6,2003-04-26,18:00,Guarani,Cruzeiro,guarani,cruzeiro,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29284,6,2003-04-27,16:00,Figueirense,Ponte Preta,figueirense,ponte preta,0,0,0 x 0,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29285,6,2003-04-27,16:00,Corinthians,Flamengo,corinthians,flamengo,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29286,6,2003-04-27,16:00,Goiás,Juventude,goias,juventude,7,0,7 x 0,Goiás,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29287,6,2003-04-27,16:00,Santos,Fortaleza,santos,fortaleza,4,0,4 x 0,Santos,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29288,6,2003-04-27,16:00,Athletico Paranaense,Criciúma,athletico paranaense,criciuma,5,2,5 x 2,Athletico Paranaense,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29289,6,2003-04-27,16:00,Grêmio,Fluminense,gremio,fluminense,0,1,0 x 1,Fluminense,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29290,6,2003-04-27,18:00,Paysandu,São Paulo,paysandu,sao paulo,5,2,5 x 2,Paysandu,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29291,6,2003-04-27,18:00,Vasco,São Caetano,vasco,sao caetano,1,0,1 x 0,Vasco,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29292,7,2003-05-03,16:00,Bahia,Grêmio,bahia,gremio,2,1,2 x 1,Bahia,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29293,7,2003-05-03,16:00,Flamengo,Vitória,flamengo,vitoria,2,1,2 x 1,Flamengo,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29294,7,2003-05-03,18:00,Cruzeiro,Athletico Paranaense,cruzeiro,athletico paranaense,5,2,5 x 2,Cruzeiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29295,7,2003-05-04,16:00,São Paulo,Figueirense,sao paulo,figueirense,3,2,3 x 2,São Paulo,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29296,7,2003-05-04,16:00,Fortaleza,Corinthians,fortaleza,corinthians,1,2,1 x 2,Corinthians,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29297,7,2003-05-04,16:00,Coritiba,Paraná,coritiba,parana,2,1,2 x 1,Coritiba,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29298,7,2003-05-04,16:00,Internacional,Goiás,internacional,goias,2,1,2 x 1,Internacional,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29299,7,2003-05-04,16:00,Ponte Preta,Atlético Mineiro,ponte preta,atletico mineiro,2,1,2 x 1,Ponte Preta,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29300,7,2003-05-04,16:00,Juventude,Guarani,juventude,guarani,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29301,7,2003-05-04,16:00,São Caetano,Paysandu,sao caetano,paysandu,2,0,2 x 0,São Caetano,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29302,7,2003-05-04,18:00,Fluminense,Vasco,fluminense,vasco,0,0,0 x 0,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29303,7,2003-05-04,18:00,Criciúma,Santos,criciuma,santos,1,3,1 x 3,Santos,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29304,8,2003-05-10,16:00,Goiás,Flamengo,goias,flamengo,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29305,8,2003-05-10,16:00,Santos,Cruzeiro,santos,cruzeiro,0,2,0 x 2,Cruzeiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29306,8,2003-05-10,16:00,Paraná,Ponte Preta,parana,ponte preta,3,2,3 x 2,Paraná,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29307,8,2003-05-10,18:00,Corinthians,Criciúma,corinthians,criciuma,3,0,3 x 0,Corinthians,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29308,8,2003-05-11,16:00,Figueirense,São Caetano,figueirense,sao caetano,3,0,3 x 0,Figueirense,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29309,8,2003-05-11,16:00,Vasco,Bahia,vasco,bahia,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29310,8,2003-05-11,16:00,Atlético Mineiro,São Paulo,atletico mineiro,sao paulo,2,2,2 x 2,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29311,8,2003-05-11,16:00,Vitória,Fortaleza,vitoria,fortaleza,2,1,2 x 1,Vitória,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29312,8,2003-05-11,16:00,Guarani,Internacional,guarani,internacional,3,0,3 x 0,Guarani,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29313,8,2003-05-11,16:00,Athletico Paranaense,Juventude,athletico paranaense,juventude,2,0,2 x 0,Athletico Paranaense,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29314,8,2003-05-11,16:00,Paysandu,Fluminense,paysandu,fluminense,2,2,2 x 2,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29315,8,2003-05-11,18:00,Grêmio,Coritiba,gremio,coritiba,1,0,1 x 0,Grêmio,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29316,9,2003-05-17,16:00,Fluminense,Figueirense,fluminense,figueirense,3,0,3 x 0,Fluminense,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29317,9,2003-05-17,16:00,São Caetano,Atlético Mineiro,sao caetano,atletico mineiro,2,0,2 x 0,São Caetano,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29318,9,2003-05-17,18:00,Juventude,Santos,juventude,santos,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29319,9,2003-05-18,16:00,Coritiba,Vasco,coritiba,vasco,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29320,9,2003-05-18,16:00,Bahia,Paysandu,bahia,paysandu,2,0,2 x 0,Bahia,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29321,9,2003-05-18,16:00,Internacional,Athletico Paranaense,internacional,athletico paranaense,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29322,9,2003-05-18,16:00,Cruzeiro,Corinthians,cruzeiro,corinthians,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29323,9,2003-05-18,16:00,Ponte Preta,Grêmio,ponte preta,gremio,2,1,2 x 1,Ponte Preta,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29324,9,2003-05-18,16:00,Criciúma,Vitória,criciuma,vitoria,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29325,9,2003-05-18,16:00,Fortaleza,Goiás,fortaleza,goias,1,0,1 x 0,Fortaleza,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29326,9,2003-05-18,18:00,Flamengo,Guarani,flamengo,guarani,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29327,9,2003-05-18,18:00,São Paulo,Paraná,sao paulo,parana,2,0,2 x 0,São Paulo,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29328,10,2003-05-24,16:00,Paraná,São Caetano,parana,sao caetano,1,1,1 x 1,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29329,10,2003-05-24,16:00,Atlético Mineiro,Fluminense,atletico mineiro,fluminense,3,0,3 x 0,Atlético Mineiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29330,10,2003-05-24,16:00,Corinthians,Juventude,corinthians,juventude,3,0,3 x 0,Corinthians,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29331,10,2003-05-24,18:00,Vasco,Ponte Preta,vasco,ponte preta,1,0,1 x 0,Vasco,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29332,10,2003-05-25,16:00,Athletico Paranaense,Flamengo,athletico paranaense,flamengo,4,1,4 x 1,Athletico Paranaense,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29333,10,2003-05-25,16:00,Figueirense,Bahia,figueirense,bahia,1,0,1 x 0,Figueirense,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29334,10,2003-05-25,16:00,Goiás,Criciúma,goias,criciuma,0,2,0 x 2,Criciúma,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29335,10,2003-05-25,16:00,Grêmio,São Paulo,gremio,sao paulo,1,2,1 x 2,São Paulo,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29336,10,2003-05-25,16:00,Guarani,Fortaleza,guarani,fortaleza,2,1,2 x 1,Guarani,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29337,10,2003-05-25,16:00,Paysandu,Coritiba,paysandu,coritiba,1,3,1 x 3,Coritiba,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29338,10,2003-05-25,18:00,Vitória,Cruzeiro,vitoria,cruzeiro,2,1,2 x 1,Vitória,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29339,10,2003-05-25,18:00,Santos,Internacional,santos,internacional,2,1,2 x 1,Santos,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29347,11,2003-05-31,16:00,Ponte Preta,São Caetano,ponte preta,sao caetano,0,0,0 x 0,Empate,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29348,11,2003-05-31,16:00,Coritiba,Guarani,coritiba,guarani,3,2,3 x 2,Coritiba,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29349,11,2003-05-31,16:00,Cruzeiro,Criciúma,cruzeiro,criciuma,2,0,2 x 0,Cruzeiro,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29350,11,2003-05-31,16:00,Fluminense,Athletico Paranaense,fluminense,athletico paranaense,2,1,2 x 1,Fluminense,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
2003,247,29351,11,2003-05-31,18:00,Internacional,Paysandu,internacional,paysandu,2,1,2 x 1,Internacional,,,,,,N,0,0,0,0,https://www.srgoool.com.br/plugin/2003/Brasileirao/Serie-A,ok
