ano,id_campeonato_srgoool,posicao,time,time_norm,pts,jogos,vitorias,empates,derrotas,gols_pro,gols_contra,saldo_gols,cartoes_amarelos,cartoes_vermelhos,aproveitamento,ingressos,publico_pagante,renda_bruta,renda_liquida,publico_informado,fonte_url,status_coleta
2011,12,9,Botafogo,botafogo,56,38,16,8,14,52,49,3,0,0,49.1,221863,204750,4061685.0,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,10,Santos,santos,53,38,15,8,15,55,55,0,0,0,46.5,129276,109860,2455965.0,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,11,Palmeiras,palmeiras,50,38,11,17,10,43,39,4,0,0,43.9,225141,203208,5527441.0,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,12,Grêmio,gremio,48,38,13,9,16,49,57,-8,0,0,42.1,434589,238153,4519206.0,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,13,Atlético Goianiense,atletico goianiense,48,38,12,12,14,50,45,5,0,0,42.1,194152,127561,2206280.0,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,14,Bahia,bahia,46,38,11,13,14,43,49,-6,0,0,40.4,326323,304386,6787717.5,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,15,Atlético Mineiro,atletico mineiro,45,38,13,6,19,50,60,-10,0,0,39.5,218155,198184,1378260.0,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,16,Cruzeiro,cruzeiro,43,38,11,10,17,48,51,-3,0,0,37.7,183116,137954,2008390.5899999999,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,17,Athletico Paranaense,athletico paranaense,41,38,10,11,17,38,55,-17,0,0,36.0,213028,213028,3798470.0,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,18,Ceará,ceara,39,38,10,9,19,47,64,-17,0,0,34.2,169595,186506,1507185.0,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,19,América Mineiro,america mineiro,37,38,8,13,17,51,69,-18,0,0,32.5,85874,50164,815200.0,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2011,12,20,Avaí,avai,31,38,7,10,21,45,75,-30,0,0,27.2,106789,106789,1429460.0,0.0,,https://www.srgoool.com.br/plugin/2011/Brasileirao/Serie-A,ok
2012,1,1,Fluminense,fluminense,77,38,22,11,5,61,33,28,88,3,67.5,299185,240231,5969285.0,2142533.3899999997,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,2,Atlético Mineiro,atletico mineiro,72,38,20,12,6,64,37,27,117,10,63.2,360940,347204,12216670.0,5101526.38,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,3,Grêmio,gremio,71,38,20,11,7,56,33,23,111,9,62.3,620655,447066,11204068.5,7399456.82,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,4,São Paulo,sao paulo,66,38,20,6,12,59,37,22,102,6,57.9,511481,459485,10522733.0,7587281.479999999,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,5,Vasco,vasco,58,38,16,10,12,45,44,1,93,3,50.9,189769,143618,4231400.0,481492.65,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,6,Corinthians,corinthians,57,38,15,12,11,51,39,12,91,3,50.0,483883,479226,14108083.18,8291695.33,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,7,Botafogo,botafogo,55,38,15,10,13,60,50,10,79,3,48.2,221490,161916,4900625.0,1137783.74,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,8,Santos,santos,53,38,13,14,11,50,44,6,86,4,46.5,186936,154049,2835299.0,515750.33999999985,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,9,Cruzeiro,cruzeiro,52,38,15,7,16,47,51,-4,130,9,45.6,284983,221867,6192640.0,2332731.24,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,10,Internacional,internacional,52,38,13,13,12,44,40,4,113,6,45.6,176130,176130,2965040.0,1462304.2999999998,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,11,Flamengo,flamengo,50,38,12,14,12,39,46,-7,88,6,43.9,369030,232752,4765440.0,1603712.08,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,12,Náutico,nautico,49,38,14,7,17,44,51,-7,90,6,43.0,261571,244989,4973265.0,4021843.560000001,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,13,Coritiba,coritiba,48,38,14,6,18,53,60,-7,107,7,42.1,238999,238999,4165547.0,-405304.91,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,14,Ponte Preta,ponte preta,48,38,12,12,14,37,44,-7,97,3,42.1,148736,118518,1560181.0,319941.08999999997,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,15,Bahia,bahia,47,38,11,14,13,37,41,-4,114,2,41.2,386933,360634,7198040.0,4157953.8600000003,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,16,Portuguesa,portuguesa,45,38,10,15,13,39,41,-2,90,4,39.5,100083,80490,2245345.0,999940.65,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,17,Sport,sport,41,38,10,11,17,39,56,-17,99,8,36.0,416071,338402,6299800.0,4763939.589999999,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,18,Palmeiras,palmeiras,34,38,9,7,22,39,54,-15,116,6,29.8,257400,227679,6419301.5,3407245.83,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,19,Atlético Goianiense,atletico goianiense,30,38,7,9,22,37,67,-30,103,6,26.3,228549,106149,3408900.0,2406925.67,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2012,1,20,Figueirense,figueirense,30,38,7,9,22,39,72,-33,105,9,26.3,151988,151988,2822150.0,2087824.0599999994,,https://www.srgoool.com.br/plugin/2012/Brasileirao/Serie-A,ok
2013,105,1,Cruzeiro,cruzeiro,76,38,23,7,8,77,37,40,74,4,66.7,592704,549131,27852158.65,6164139.300000001,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,2,Grêmio,gremio,65,38,18,11,9,42,35,7,80,6,57.0,390060,375520,14378798.0,11687941.68,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,3,Athletico Paranaense,athletico paranaense,64,38,18,10,10,65,49,16,86,5,56.1,170551,166670,2952790.0,110461.22000000002,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,4,Botafogo,botafogo,61,38,17,10,11,55,41,14,83,3,53.5,537507,241014,9500280.0,2915168.94,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,5,Vitória,vitoria,59,38,16,11,11,59,53,6,67,1,51.8,298185,280814,5028201.5,2141564.9899999998,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,6,Goiás,goias,59,38,16,11,11,48,44,4,69,5,51.8,460065,240921,5118940.0,3262814.1099999994,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,7,Santos,santos,57,38,15,12,11,51,38,13,81,3,50.0,239278,197698,10083404.0,5125860.42,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,8,Atlético Mineiro,atletico mineiro,57,38,15,12,11,49,38,11,106,9,50.0,263454,217285,6861265.0,2208195.77,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,9,São Paulo,sao paulo,50,38,14,8,16,39,40,-1,93,10,43.9,492705,439190,5847238.0,3588329.33,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,10,Corinthians,corinthians,50,38,11,17,10,27,22,5,67,3,43.9,466612,464376,15026991.5,9588102.14,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,11,Coritiba,coritiba,48,38,12,12,14,42,45,-3,99,3,42.1,278363,278363,5254211.0,317163.58999999997,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,12,Bahia,bahia,48,38,12,12,14,37,45,-8,105,7,42.1,372569,350539,9631899.0,2998747.960000001,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,13,Internacional,internacional,48,38,11,15,12,51,52,-1,99,7,42.1,137446,137446,3190435.0,1715482.06,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,14,Criciúma,criciuma,46,38,13,7,18,49,63,-14,104,6,40.4,219409,219409,3691215.0,2834466.4299999997,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,15,Fluminense,fluminense,46,38,12,10,16,43,47,-4,85,11,40.4,606132,335097,7718325.0,3254071.83,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,16,Flamengo,flamengo,45,38,12,13,13,43,46,-3,67,5,43.0,697326,444323,22571144.0,7925862.750000002,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,17,Portuguesa,portuguesa,44,38,12,12,14,50,46,4,93,9,42.1,113284,91991,3114045.0,1251085.7900000003,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,18,Vasco,vasco,44,38,11,11,16,50,61,-11,94,2,38.6,432880,334736,12443365.0,3306589.49,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,19,Ponte Preta,ponte preta,37,38,9,10,19,37,55,-18,83,4,32.5,140138,121860,1057477.0,-133018.34,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2013,105,20,Náutico,nautico,20,38,5,5,28,22,79,-57,78,3,17.5,380540,194972,5219012.0,4341299.590000001,,https://www.srgoool.com.br/plugin/2013/Brasileirao/Serie-A,ok
2014,154,1,Cruzeiro,cruzeiro,80,38,24,8,6,67,38,29,70,2,70.2,614524,563835,27585105.0,3872957.75,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,2,São Paulo,sao paulo,70,38,20,10,8,59,40,19,93,4,61.4,594082,542329,14450274.0,8271768.490000001,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,3,Internacional,internacional,69,38,21,6,11,53,41,12,98,6,60.5,424051,424051,14572865.0,10534084.2,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,4,Corinthians,corinthians,69,38,19,12,7,49,31,18,72,3,60.5,550501,550248,35068905.7,22376804.709999997,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,5,Atlético Mineiro,atletico mineiro,62,38,17,11,10,51,38,13,83,2,54.4,305647,268508,6305742.5,2573512.6399999997,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,6,Fluminense,fluminense,61,38,17,10,11,61,42,19,81,5,53.5,434775,351314,8170900.0,2583691.2899999996,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,7,Grêmio,gremio,61,38,17,10,11,36,24,12,99,3,53.5,419144,399600,13146094.71,10437678.299999999,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,8,Athletico Paranaense,athletico paranaense,54,38,15,9,14,43,42,1,72,1,47.4,194851,183568,4475332.0,986019.71,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,9,Santos,santos,53,38,15,8,15,42,35,7,77,4,46.5,221089,175617,5858051.0,2684881.7499999995,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,10,Flamengo,flamengo,52,38,14,10,14,46,47,-1,69,4,45.6,611794,501806,19917405.0,5952879.96,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,11,Sport,sport,52,38,14,10,14,36,46,-10,76,2,45.6,446629,346179,7881200.0,5884029.380000001,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,12,Goiás,goias,47,38,13,8,17,38,40,-2,77,2,41.2,172577,131906,5176865.0,3072950.7299999995,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,13,Figueirense,figueirense,47,38,13,8,17,37,47,-10,100,10,41.2,159190,159182,3047045.0,2058439.6600000001,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,14,Coritiba,coritiba,47,38,12,11,15,42,45,-3,98,2,41.2,234252,234252,5283850.5,1251399.77,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,15,Chapecoense,chapecoense,43,38,11,10,17,39,44,-5,69,2,37.7,190394,190394,3651150.0,2683933.9299999997,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,16,Palmeiras,palmeiras,40,38,11,7,20,34,59,-25,96,7,35.1,392641,375343,16646940.0,9219672.100000001,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,17,Vitória,vitoria,38,38,10,8,20,37,54,-17,80,2,33.3,218024,195075,3000524.5,1044239.42,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,18,Bahia,bahia,37,38,9,10,19,31,43,-12,106,7,32.5,232174,226414,6204300.5,1758827.06,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,19,Botafogo,botafogo,34,38,9,7,22,31,48,-17,94,9,29.8,288093,215878,12368175.0,3122080.6599999997,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2014,154,20,Criciúma,criciuma,32,38,7,11,20,28,56,-28,118,5,28.1,172691,172691,2932180.0,2108028.2199999997,,https://www.srgoool.com.br/plugin/2014/Brasileirao/Serie-A,ok
2015,243,1,Corinthians,corinthians,81,38,24,9,5,71,31,40,68,2,71.1,648949,648849,38740817.83,23958205.450000003,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,2,Atlético Mineiro,atletico mineiro,69,38,21,6,11,65,47,18,82,4,60.5,475231,442539,16229190.5,1764098.94,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,3,Grêmio,gremio,68,38,20,8,10,52,32,20,97,2,59.6,479730,479730,17751542.700000003,14514518.71,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,4,São Paulo,sao paulo,62,38,18,8,12,53,47,6,81,5,54.4,490929,390670,10458717.0,6129164.080000001,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,5,Internacional,internacional,60,38,17,9,12,39,38,1,107,6,52.6,360610,360610,9720965.0,6247172.540000001,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,6,Sport,sport,59,38,15,14,9,53,38,15,72,2,51.8,299478,271451,8086135.0,5388992.13,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,7,Santos,santos,58,38,16,10,12,59,41,18,87,9,50.9,179332,165133,5185600.0,1869983.1700000002,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,8,Cruzeiro,cruzeiro,55,38,15,10,13,44,35,9,97,5,48.2,421552,419456,14236650.29,1660199.66,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,9,Palmeiras,palmeiras,53,38,15,8,15,60,51,9,93,5,46.5,563564,563029,35314641.44,24163707.519999996,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,10,Athletico Paranaense,athletico paranaense,51,38,14,9,15,43,48,-5,91,7,44.7,312173,312173,7340460.0,2352967.8800000004,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,11,Ponte Preta,ponte preta,51,38,13,12,13,41,40,1,107,5,44.7,156418,105820,2994810.0,1505201.4100000001,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,12,Flamengo,flamengo,49,38,15,4,19,45,53,-8,93,7,43.0,619842,588292,26009987.0,8014902.7,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,13,Fluminense,fluminense,47,38,14,5,19,40,49,-9,104,10,41.2,352729,310676,12393560.0,3830622.9600000004,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,14,Chapecoense,chapecoense,47,38,12,11,15,34,44,-10,86,3,41.2,172377,172377,3223820.0,2272954.98,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,15,Coritiba,coritiba,44,38,11,11,16,31,42,-11,117,5,38.6,252024,252014,5286070.0,603690.1500000001,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,16,Figueirense,figueirense,43,38,11,10,17,36,50,-14,119,5,37.7,165233,165233,3391910.0,2533951.7800000003,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,17,Avaí,avai,42,38,11,9,18,38,60,-22,121,3,36.8,161072,161072,3373804.0,2389414.65,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,18,Vasco,vasco,41,38,10,11,17,28,54,-26,122,14,36.0,311249,244621,9865570.0,3080800.85,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,19,Goiás,goias,38,38,10,8,20,39,49,-10,95,3,33.3,146141,143491,3088437.5,2063462.93,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2015,243,20,Joinville,joinville,31,38,7,10,21,26,48,-22,104,8,27.2,177265,177265,3462440.0,2207390.45,,https://www.srgoool.com.br/plugin/2015/Brasileirao/Serie-A,ok
2016,341,1,Palmeiras,palmeiras,80,38,24,8,6,62,32,30,95,0,70.2,617016,616947,42311615.78,31243075.230000004,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,2,Santos,santos,71,38,22,5,11,59,35,24,78,4,62.3,227000,213282,8238765.0,3845201.87,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,3,Flamengo,flamengo,71,38,20,11,7,52,35,17,68,5,62.3,508361,466302,26160928.0,11231140.670000002,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,4,Atlético Mineiro,atletico mineiro,62,37,17,11,9,61,50,11,76,4,55.9,379696,351689,10868249.0,-214138.96000000008,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,5,Botafogo,botafogo,59,38,17,8,13,43,39,4,95,2,51.8,183707,137907,3978590.0,72702.78000000006,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,6,Athletico Paranaense,athletico paranaense,57,38,17,6,15,38,32,6,78,1,50.0,299275,299275,7166500.0,2330399.7700000005,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,7,Corinthians,corinthians,55,38,15,10,13,48,42,6,82,5,48.2,546516,546516,29197356.0,16984138.15,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,8,Ponte Preta,ponte preta,53,38,15,8,15,48,52,-4,97,3,46.5,123516,100886,1729690.0,127248.41999999995,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,9,Grêmio,gremio,53,38,14,11,13,41,44,-3,95,6,46.5,388510,388510,13503612.0,10655557.91,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,10,São Paulo,sao paulo,52,38,14,10,14,44,36,8,95,5,45.6,518777,427746,9355409.0,4551111.87,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,11,Chapecoense,chapecoense,52,37,13,13,11,49,53,-4,79,2,46.8,137015,137015,2650240.0,1755648.7300000002,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,12,Cruzeiro,cruzeiro,51,38,14,9,15,48,49,-1,103,9,44.7,397487,388877,10929460.0,1223291.7099999997,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,13,Fluminense,fluminense,50,38,13,11,14,45,45,0,88,1,43.9,229024,173644,5440157.0,2453268.6200000006,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,14,Sport,sport,47,38,13,8,17,49,55,-6,89,7,41.2,229682,227399,4272715.0,2540241.6699999995,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,15,Coritiba,coritiba,46,38,11,13,14,41,42,-1,100,4,40.4,187979,187979,4149680.0,82296.67000000001,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,16,Vitória,vitoria,45,38,12,9,17,51,53,-2,113,6,39.5,284445,265941,4214932.5,1930060.6400000001,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,17,Internacional,internacional,43,38,11,10,17,35,41,-6,102,5,37.7,483010,483010,12121036.0,7974946.91,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,18,Figueirense,figueirense,37,38,8,13,17,30,50,-20,94,8,32.5,125935,125935,2319195.0,1113834.6600000004,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,19,Santa Cruz,santa cruz,28,38,8,7,23,45,69,-24,94,6,27.2,186421,153521,3019745.0,1897217.6300000001,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2016,341,20,América Mineiro,america mineiro,28,38,7,7,24,23,58,-35,68,3,24.6,88771,63704,2204325.0,-155030.38000000003,,https://www.srgoool.com.br/plugin/2016/Brasileirao/Serie-A,ok
2017,410,1,Corinthians,corinthians,72,38,21,9,8,50,30,20,84,1,63.2,760142,760142,43774866.699999996,28703360.19,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,2,Palmeiras,palmeiras,63,38,19,6,13,61,45,16,87,4,55.3,563532,563532,33099802.639999997,22728584.99,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,3,Santos,santos,63,38,17,12,9,42,32,10,100,4,55.3,220116,220116,7382985.0,2732742.85,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,4,Grêmio,gremio,62,38,18,8,12,55,36,19,73,2,54.4,380067,374840,13097031.0,10182046.109999998,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,5,Cruzeiro,cruzeiro,57,38,15,12,11,47,39,8,89,5,50.0,279056,275911,6716871.0,1065417.1300000004,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,6,Flamengo,flamengo,56,38,15,11,12,49,38,11,78,2,49.1,294683,275323,13276273.0,2027657.1699999995,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,7,Vasco,vasco,56,38,15,11,12,40,47,-7,107,2,49.1,274698,240501,8944235.0,1886433.47,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,8,Chapecoense,chapecoense,54,38,15,9,14,47,49,-2,108,2,47.4,182564,182564,5165060.0,3718882.6299999994,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,9,Atlético Mineiro,atletico mineiro,54,38,14,12,12,52,49,3,109,3,47.4,271651,249904,6338522.0,-527668.8200000001,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,10,Botafogo,botafogo,53,38,14,11,13,45,42,3,96,2,46.5,205726,193679,4933195.0,-329429.27,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,11,Athletico Paranaense,athletico paranaense,51,38,14,9,15,45,43,2,80,3,44.7,260911,260911,5732560.0,650571.3599999999,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,12,Bahia,bahia,50,38,13,11,14,50,48,2,98,7,43.9,422810,409284,10728847.5,5965728.68,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,13,São Paulo,sao paulo,50,38,13,11,14,48,49,-1,72,4,43.9,722398,669328,17465731.0,10625088.640000002,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,14,Fluminense,fluminense,47,38,11,14,13,50,53,-3,98,3,41.2,291865,274202,7252060.0,-3308754.52,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,15,Sport,sport,45,38,12,9,17,46,58,-12,92,4,39.5,234633,234633,4774238.0,2861483.3200000003,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,16,Vitória,vitoria,43,38,11,10,17,50,58,-8,103,7,37.7,229015,207318,3158315.5,1196440.53,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,17,Coritiba,coritiba,43,38,11,10,17,42,51,-9,107,5,37.7,272817,272617,6506890.0,1477204.5300000003,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,18,Avaí,avai,43,38,10,13,15,29,48,-19,85,5,37.7,143793,143793,3836666.0,2390771.0500000003,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,19,Ponte Preta,ponte preta,39,38,10,9,19,37,52,-15,93,9,34.2,126192,115593,1624048.0,-26830.930000000004,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2017,410,20,Atlético Goianiense,atletico goianiense,36,38,9,9,20,38,56,-18,87,3,31.6,151902,95885,3022690.0,1333452.4800000002,,https://www.srgoool.com.br/plugin/2017/Brasileirao/Serie-A,ok
2018,468,1,Palmeiras,palmeiras,80,38,23,11,4,64,26,38,117,5,70.2,614776,614776,37185554.120000005,23750478.799999997,,https://www.srgoool.com.br/plugin/2018/Brasileirao/Serie-A,ok
2018,468,2,Flamengo,flamengo,72,38,21,9,8,59,29,30,82,10,63.2,909417,895652,25348501.5,3384230.670000001,,https://www.srgoool.com.br/plugin/2018/Brasileirao/Serie-A,ok
2018,468,3,Internacional,internacional,69,38,19,12,7,51,29,22,96,6,60.5,532426,532426,16151399.5,11170592.329999998,,https://www.srgoool.com.br/plugin/2018/Brasileirao/Serie-A,ok
2018,468,4,Grêmio,gremio,66,38,18,12,8,48,27,21,83,1,57.9,423019,423019,14451311.0,11616637.189999998,,https://www.srgoool.com.br/plugin/2018/Brasileirao/Serie-A,ok
2018,468,5,São Paulo,sao paulo,63,38,16,15,7,46,34,12,98,6,55.3,728361,652098,23130264.5,16525681.48,,https://www.srgoool.com.br/plugin/2018/Brasileirao/Serie-A,ok
2018,468,6,Atlético Mineiro,atletico mineiro,59,38,17,8,13,56,43,13,90,3,51.8,344291,327359,5730310.0,3866910.95,,https://www.srgoool.com.br/plugin/2018/Brasileirao/Serie-A,ok
2018,468,7,Athletico Paranaense,athletico paranaense,57,38,16,9,13,54,37,17,88,5,50.0,200832,200832,5054210.0,940496.1099999999,,https://www.srgoool.com.br/plugin/2018/Brasileirao/Serie-A,ok
